job_title,skills,source
Hiring For Finance Fresher - Apprentice - Hinjewadi Pune,"scrum mastercustomer analyticsconfluencedata analyticssprint planningagile, jiraplanning",naukri
Scrum Master Internalization,"assurance, data management, paasagile, manager technology, htmldata analytics, business intelligence",naukri
Senior Associate,"emiretail, operations management, backend, business analyst, edcmanager program management, cross functional coordination",naukri
Enterprises Sales - Program Manager - Retail Channel,"tableau, publishing, architecture, cognos, business analytics, it projectspower bi, data analytics",naukri
Salesforce CRMA Developer,"mining, artificial intelligence, machine learning, agile, scrum, data analyticsdata visualization, forecasting",naukri
Chapter Lead - Senior Manager,"analytical skills, sapmanager information technology, consulting, machine learning, programming, business management, data analytics",naukri
"Senior Manager - Information Technology,Pan India","it services, manager client servicing, ms project, project implementation, agile scrum, project management, strategic planning, manager technology",naukri
Program Manager,"analytical skills, sales, erp system, manufacturing process, people management skills, manager technology, market research, data analytics",naukri
Category Manager,"procurement, product management, time management, analytical, machine learning, agile, data analytics, ariba",naukri
Manager - Product Management,"root cause analysisdata sciencebig data analytics, equity, member technical, manager technology, programming, troubleshooting",naukri
Campus Buffer R&D,"dev, ops, automation, artificial intelligence, blockchain, oracle ppm cloud project costing, cloud, io, t analytical, data analytics",naukri
Oracle PPM Cloud Project Costing Application Lead,"client handling, manager internal audit, excel, analytical, forensic, data analytics, ms office, advisory",naukri
Risk Advisory Internal Audit Senior,"counsellor, compliance, analytical, pharma, consulting, healthcare, hrdata analytics",naukri
Senior Manager OEC,"web technologiesdevopsapplication performance management, protocol testing, agile, performance testing, data analytics, metrics analysis",naukri
Sr. Performance Test Engineer,"planogram, jdaspace planning, sales management, data analytics, merchandising, space management, analytics",naukri
"Manager/Senior Manager - Planogram (JDA, Space planning), Hyderabad","product management, user research, competitive analysis, market research, e-commercewireframing, data analytics, operations",naukri
Product Manager,"ab initioproject domain, design development, data analyticsperformance engineering, test cases, sdlcdevelopment",naukri
Ab Initio Developer,"assurance, data management, gcpagile, data analytics, agile methodology, informatica, business intelligence",naukri
Senior Associate,"procurement, training delivery, manager learning & development, version control, performance management, international operations, project management, data analytics",naukri
Manager - Learning and Development,"sales, marketing campaigns, marketing coordinator, data analytics, research, marketing activities, data, analytics",naukri
Marketing Coordinator,"solution architecture, automation, enterprise architecture, consulting, manager technology, data quality, data analytics, advertising",naukri
EA Tool Product Owner,"supplier relationship management, contract formulation & compliance, fact-based negotiation, systems & data analytics, data, system, supplier, formulation",naukri
Deputy Manager,"front end, deployment, data analytics, revenue management, management, stakeholder management, business understanding, data",naukri
Assistant Manager - NRM,"business services, analytical skills, manager internal audit, sapcmaservice industry, data analytics, management",naukri
Senior Specialist GBS Internal Audit,"travel agency, ppc campaigns, ppc expert, ppcgoogle analytics, time management, campaigns, pay per click",naukri
Hiring PPC Expert/Manager (Travel Industry) in Delhi,"devops, scalaagile, technical lead, data analytics, data warehousing, python, warehouse",naukri
Tech Lead,"finance, client servicing, creative designing, artificial intelligence, cognitive solutions, general ledger, transaction processing, cloud infrastructure",naukri
Practitioner - Finance and Administration Delivery,"product management, looptableau, excelwireframing, data analytics, customer experience, management",naukri
Product Manager (IT Applications),"finance, agileaccountingexpense managementdata processing, ms office, data, management",naukri
Practitioner - Finance and Administration Delivery,"data analytics, analytics, project, data",naukri
Project Manager-MANO,"manager internal audit, process consulting, excel, analyticalrisk consulting, gap analysis, data analytics, ms office",naukri
Risk Advisory Internal Audit Executive,"excel, consolidation, accounting, finance, audit compliance, misteam handling, management audit",naukri
Area Finance Coordinator,"data analysis, automation, machine learning, agile, product design, analytics, sqlsalesforce",naukri
Software Engineering SMTS,"data analysis, manager quality assurance, linux, testing tools, scrum, selenium, troubleshooting, jira",naukri
Sr. R&D engineer - Performance,"telecom, data analysis, manager quality assurance, linux, testing tools, scrum, selenium, troubleshooting",naukri
Sr. R&D Engineer - Performance,"telecom, data analysis, manager quality assurance, linux, testing tools, scrum, selenium, troubleshooting",naukri
R&D Engineer - Performance,"change management, data analysis, performance management, talent acquisition, hrisanalytical, employee engagement, workforce planning",naukri
HRBP Professional,financial analysiserectionproject managementoperations managementdata analysisstringingverbal communicationinterpersonal skills,naukri
Equipment and Tool Engineering Manager (Onsite),"data analysis, data migration, sap mmbusiness intelligence, client managementdata cleansing, sap s, 4/hanasap data cleansing",naukri
Syniti ADM For SAP Application Developer,"power, bisap fi s/4, hana accounting, tableaudata analysis, saphana conversion, data, sap fi",naukri
SAP FI S/4HANA Accounting Application Developer,"power, bisap fi s/4, hana accounting, tableaudata analysis, saphana conversion, development, accounting",naukri
SAP FI S/4HANA Accounting Application Developer,"risk advisory, manager internal audit, process consulting, excel, analyticalrisk consulting, gap analysis, data analytics",naukri
Risk Advisory IA AM Professional,"regulatory, intellectual property rights, research analysis, intellectual property, property, research, analysis",naukri
Controls Internship IT,"power bi, sap data services, sap bodata analysis, business warehouse, sap bwdata services, business objects",naukri
Research Associate - Regulatory,"tele medical underwriting, oriya, medical records, medical insurance, marathi, hindi speaking, medical examination reportsmedical data analysis",naukri
"Senior Developer ( SAP BW, SAP DS) || Insight Enterprises, Inc","underwriting, risk analytics, credit risksql, python, saslending, credit risk analysis",naukri
Medical Officer- Tele Medical Underwriting,"manager internal audit, process consulting, excel, analyticalrisk consulting, gap analysis, data analytics, ms office",naukri
Head - Credit Risk,"manager internal audit, erpautomation, sapincharge, audit report, forensic, data analytics",naukri
RA Internal Audit Senior AHD,"data analysis, claims, codingcollections process, billing, hipaahealthcare, staff management",naukri
Internal Audit Sr. Specialist,"data analysis, compliance, standard operating procedures, data collection, research, supervision, data, training",naukri
Executive Revenue Cycle Management,"data analysis, compliance, standard operating procedures, data collection, research, supervision, training, operating",naukri
Trainee Laboratory,"data analysis, claims, compliance, senior executive, coding, billing, hipaahealthcare",naukri
Trainee Laboratory,"ux designers, google analytics, banking, legal, digital marketing, seo, data analytics, ba",naukri
Executive - Revenue Cycle Management,"mining, programming, data analytics, stakeholder management, principal, management, data, program",naukri
Frontend Developer,"finance, claims, expense management, fixed assets, time management, creative designing, agile, general ledger",naukri
Market research Intern,"fixed assets, finance, accounts receivable, accounts payableexpense management, general ledgerorder fulfilment, management",naukri
Programming Strategy & Insights Manager,"creative designing, claims, expense management, fixed assets, agileaccount payable, accounts receivable, ms office",naukri
Practitioner - Finance and Administration Delivery,"expense management, accounting, accounts receivable, accounts payable, finance, soxreceivable, payables",naukri
Practitioner - Finance and Administration Delivery,"data analysis, nutrition, project management, business analytics, analyticalmarket datamicrosoft, information technology",naukri
Practitioner - Finance and Administration Delivery,"expense managementagile methodologies, accounting terminologies, microsoft office applications, accounting, vendor invoice receipt, soxdelivery",naukri
Practitioner - Finance and Administration Delivery,"expense management, financetransaction processing, accounting, accounts receivable, accounts payable, management, receivable",naukri
Specialist / Sr. Specialist - Business Analytics,"expense management, fixed assets, creative designing, agile, ms officeaccounts payablebusiness analysisaccounting",naukri
Practitioner - Finance and Administration Delivery,accountingfixed assetsaccounts payablebusiness analysisclient servicingfinancegeneral ledgerindirect taxation,naukri
Practitioner - Finance and Administration Delivery,"career development, sales, expense management, finance, billing, consulting, wellness, data analytics",naukri
Practitioner - Finance and Administration Delivery,"data analysis, business leadershipdata science, networking, business analytics, analytical, inventory optimization, research",naukri
Practitioner - Finance and Administration Delivery,"manager internal audit, process consulting, excel, compliance, analyticalrisk consulting, empgap analysis",naukri
Rep-Account Development,"manager internal audit, process consulting, excel, analyticalrisk consulting, empgap analysis, data analytics",naukri
Inventory Optimization Manager,"fixed assets, accounting, finance, accounts receivable, accounts payableexpense managementtransaction processing, general ledger",naukri
Risk Advisory Internal Audit Senior,"business process, supply chain, it services, business servicesagribusinessbig data analytics, process improvement, outsourcing",naukri
Risk Advisory IA - AHD Senior,"business process, supply chain, it services, business servicesagribusinessbig data analytics, process improvement, outsourcing",naukri
Practitioner - Finance and Administration Delivery,"expense management, accountingtransaction processing, accounts receivable, accounts payable, management, receivable, delivery",naukri
DotNet Developer,"analytical skills, report generation, interpersonal skills, excel, time management, corporate, power point presentation, advanced excel",naukri
DotNet - Senior Developer,"crudlead software, tddjavascript, data processing, data analyticsbootstrap, python",naukri
Practitioner - Finance and Administration Delivery,"electrical engineering, rcaexternal audit, agile, siemens, data analytics, quality tools, monitoring",naukri
MIS COORDINATOR,"sapsap mmartificial intelligence, agile, oracle, relationship building, data analytics, sap mm materials management",naukri
Lead Software Engineer - Full Stack,"service level, claims, expense management, fixed assets, agile, interpersonal skills, time management, creative designing",naukri
Sr.Executive - Quality Management,"cloud computing, core java, layout design, web technologiesbig data analytics, xmlandroid sdkresearch",naukri
SAP MM Materials Management Technology Consulting Practitioner,"transaction processing, accounts receivableaccounting, accounts payable, finance managementagile methodologies, management, receivable",naukri
Practitioner - Finance and Administration Delivery,"finance, expense management, fixed assets, time management, accounting, creative designing, general ledger, claims processing",naukri
Content Writer,"excelcompensation benchmarking, hrdata analytics, budgeting, management, forecasting, operations",naukri
Practitioner - Finance and Administration Delivery,"data management, agile, javascript.net, deployment, htmldata analytics, troubleshooting",naukri
Practitioner - Finance and Administration Delivery,"financedata processingaccountingvendor statement reconciliationsautomatic payment handling, ms office, data, process",naukri
HR (Compensation & Benefits) - Manager/ Senior Manager,"outbound, voice support, creative writing, convergys, support, business analyst, customer, zomato",naukri
Senior Associate,"content writer, politics, mass communication, content editing, proof reading, marathi, journalism, campaigns",naukri
Practitioner - Finance and Administration Delivery,web developmentimpact analysisteam leadingweb technologiesbusiness analysisproblem solvinguser interface designmobile application development,naukri
BPO Hiring For Email And Chat Blended Process Salary 3.60 LPA,accounts payableaccountingfinancefixed assetsbusiness analysisclient servicinggeneral ledgerindirect taxation,naukri
Marathi Content Writer (Offrole),"data analysis, fixed assetsinternational travel, cash management, microsoft dynamics axbudgeting, microsoft dynamics, erp implementation",naukri
Process Associate,insurancehr generalist activitiesdevelopmentc insuranceverbal communicationmwsmanual testingpay,naukri
Practitioner - Finance and Administration Delivery,"artificial intelligence, machine learning, data science, computer science, assistant professor, professor, m.tech, m.e",naukri
Lead Functional consultant - Dynamics 365 Finance,"sanbilling associate, data analysis, healthcare, genetics, medical insurance, us healthcare, operations",naukri
Intern Product manager,"financial statements, data analysis, journal entries, financial associate, financial analysis, external audit, monitoring, auditing",naukri
Process Associate-P&C Insurance,"associate professor, business analytics, assistant professor, analytics, prof, assistance",naukri
Assistant Professor - Computer Science / Information Science,"sandata analysis, automation, pdfsocstrategic planning, smsmarket research",naukri
Membership - Enrollment & Billing - Associate Enrollment,"fabrication, data analysisprocess integration, coding, metrology, data mining, operations, ms office word",naukri
Sales / Business Analytics Intern,"fabrication, data analysisprocess integration, coding, metrology, data mining, operations, ms office word",naukri
Associate - Finance & Accounts,"excel, project management, sales operations, data management, data analysis, market research, data, third party",naukri
Professor/Associate/Assistant Prof. - Business Analytics,"sales, data modeling, business analytics, manager technology, commerce, analytics, financial services, modeling",naukri
Early Career Trainee - DT,"data analysis, manager quality assurance, call monitoring, quality audit, quality analysis, auditing, calling, management",naukri
Marketing Executive,"project management, data management, data analysis, project coordination, retail marketing, data, coordination, project",naukri
Principal Engineer Integration Engineering,"project management, data management, data analysis, retail branding, branding, project, management, analysis",naukri
Engineer Yield Engineering,product managementapp developmentdata analysismockupsuser acceptance testingwireframesweb developmentmultivariate testing,naukri
Sales Specialist (Third Party Payroll),"data analysis, c++financial markets, linux, analytical, machine learningmarket data, open source",naukri
Business Analytics 5,"data analysis, postgresqldatabase security, my, sqlapplication developmentdata integrity, stored procedures, troubleshooting",naukri
Tele Collection Quality Assurance,"data analysis, team management, performance management, analytical, customer service, continuous improvement, automotive, team building",naukri
Retail Marketing Specialist,"cloud computing, automation, c++data analysisdata science, tddhealthcare, jira",naukri
Retail Image Specialist (Third Party Payroll),"process design, erpbusiness analyst, business analysis, hrissoftware development life cycle, gap analysis, scm",naukri
Asst. Manager - Product,"google analytics, business analyst, business analysis, vlookupbusiness analytics, analytical, rfqdigital marketing",naukri
Junior Strategist,"computer science, operations research, data management, sales operations, business analytics, analyticaldata visualization, operations",naukri
SQL Developer (Preferred -MySQL / PostgreSQL),"sap erpexcel, rfq management, supply chain management, pivot table, analytical skills, excel dashboards, oracle erp",naukri
Logistics Manager,"business objects, business analyst, sasdatabase design, xmljavascript, spssdata mining",naukri
Senior Software Engineer,"excel, project management, analytical, demand forecastingmicrosoft, jirareporting tools, crm",naukri
Business Analyst,"procurement, bpocareer development, sapbusiness analyst, business analytics, cost reduction, social networking",naukri
Analyst-Business II,"ticketing, business analyst, business analysis, project management, process improvement, seooracle, data mining",naukri
Business Analyst,"business analyst, renewable energy, staffing, social media, business analytics, data collection, sezcustomer service",naukri
Business Analyst: Bangalore Location: Immediate Joiners,"business analyst, sql queries, sqlpivot table, power bimacros, ms excel, business analysis",naukri
Business Analyst-AI/ML-LTI,"networking, lead business analyst, manager technology, scrum, agile methodology, business solutions, business analysis, management",naukri
GTM - Business Analyst,"business analysts, sqlerpetlcrmbusiness analysis, analysts",naukri
Business Analyst (Customer retention + Operations),"telecom, data migration, web analytics, business analysis, bfsi, social media, consulting, business intelligence",naukri
Business Analyst,"computer science, process automation, web technologies, business analyst, enterprise architecture, machine learning, agile, system analyst",naukri
Business Analyst,"business analyst, analytical, agile, application software, testing, business analysis, policy center, center",naukri
Business Analyst,"analytical skills, business analyst, agile, salesforce, analytical, analytics, business analysis, analytical skill",naukri
Business Analyst,"business analyst, business analysis, indirect taxation, video conference, web, ex, taxation, analysis, video",naukri
Business Analyst,"business processmetadata, data management, data modeling, hyperion, stored procedures, budgeting, analytics",naukri
Business analyst,"analytical skills, tax analyst, time management, individual contributor, tax returns, testing, analytical, analytics",naukri
Business Analyst - (Guidewire Policy Center),"sql queries, business analyst, technical writing, analytical, consultingdata visualization, information technology, analytics",naukri
Business Analyst,"root cause analysis, due diligence, payroll, business analyst, business analysis, consulting, manager technology, ms office",naukri
"Business Analyst(ERDM, Hyperion)","excel, access, ms office, microsoft, business analysis, office",naukri
Business Tax Analyst,"junior staff, business analyst, project management, leadership training, production, management, user acceptance testing, cost",naukri
Business Analyst,"manager quality assurancebusiness case development, ms office tools, project planning, business operations analyst, document management, cost benefit analysis, analytics",naukri
Business Analyst,"business analyst, research, ms office, business analysis, analysis, office, microsoft",naukri
Business Analyst- KYC,"financial analysisbusiness analysis, risk analysis, risk, finance, analysis",naukri
PeopleSoft Business Analyst,"business analyst, programming, jirasqlscripting, business analysis, techno, program",naukri
Business Operations Analyst L3,"business analyst, business analysis",naukri
Business Analyst,"computer science, automation, microsoft sharepoint, business analyst, data modelingdata privacymicrosoft, continuous improvement",naukri
Business Analyst,"requirement gathering, gap analysisimplementing enterprise-wide business applications, eps, business analysis, business applications, application, analysis",naukri
Techno Business Analyst,"erpsaphp alm, sqlsprint planning, power bi, test execution, jd edwards",naukri
Business Analyst,"business analyst, management, jirabusiness analysis",naukri
Business Analyst,"trade, business analyst, fixed income, mutual funds, capital market, asset management, sqlfix",naukri
Business Analyst,"rbusiness growth, business analyst, advanced excel, analytics, python, sql, excel",naukri
Power Platform Business Analyst,"analytical skills, translation, business analyst, techno functional, research, functional, analytical skill, business analysis",naukri
Business Analyst - EPS/IST,"product management, it services, supply chain, post production, erpartificial intelligence, monitoring, project life cycle",naukri
Business Analyst,"business analyst, time management, analytical, strategic planning, business planning, market research, operations, user acceptance testing",naukri
Business Analyst,"product management, supply chain, drupal, business analyst, analytical, agile, business process modeling, subject matter expert",naukri
Business Analyst,"partner management, loop, business analyst, business analysis, industrial automation, presales, consultancy, customer relationship",naukri
Business Analyst,"social media analytics, business analyst, analytical, social media, process improvement, marketing campaigns, agile, gap analysis",naukri
Teamcenter Business Analyst,"business transformation, business analyst, agile developmentdigital strategy, life sciences, adobeclient onboarding, financial services",naukri
Business Analyst,"tableau, google analytics, web analytics, business analyst, analyticaldata visualization, adobe, sql",naukri
Business Analyst with Drupal Experience,"business analyst, pivot table, xlookupslicerexcel, conditional formattingv lookup, hlookup",naukri
Business Analyst,"translation, business analyst, business analysis, analytical, collection management, budgeting, strategy development, forecasting",naukri
Business Analyst,"ms sqltomcat, payment processing, software packages, linux, jboss, cmsagile",naukri
Business Analyst,"product engineering, google analytics, senior analyst, analytical, focus, machine learning, senior business analyst, product marketing",naukri
Business Analyst,"jsonuse cases, data flow, flow, usage, case, data, business analysis",naukri
Business Analyst (Manufacturing / Chemical Industry),"junior staff, business analyst, project management, leadership training, production, management, user acceptance testing, cost",naukri
Business Analyst,"global operations, financial risk, market risk, investment banking, asset management, macros, information technology, financial services",naukri
Business Analyst,"tender preparation, sidebusiness analyst, wbsscmbusiness analysis, analysts, tendering",naukri
BA / Senior Business Analyst,"qabasic, business analyst, architecture, web development, clinical trials, agile, jira",naukri
Business Analyst,"bpocall routing, bpo operations, workforce management, wfmcontact center management, business analysis, calling",naukri
Business Analyst,"analyst, business analyst, analytical, microsoft applications, productionpower bi, hrmanagement",naukri
Business Analysts,developmentanalyticalbusiness processdocumentsenglishbusiness analysisproblem solvingtracking,naukri
Business Analyst,"business analyst, business analysis, us healthcare, analysis, healthcare",naukri
Business Analyst,"selection process, business analyst, business analysis, time management, analytical, microsoft applications, leadership training, project management",naukri
Business Analyst,"training, corporate recruitment, business analyst, hr professional, business case, testing, case, corporate",naukri
Business Analyst,"sanhead business development, business analyst, soctrend analysis, smsvendor, monitoring",naukri
Business Analyst,"requirements management, requirement gatheringbusiness analysis, exp, analysis, management, requirements",naukri
BUSINESS ANALYST,"development, excellentbusinessanalytical, skills, pre-salesrelationship, good",naukri
Business Analyst,"system testing, business analyst, business analysis, functional testing, test managementdevops, agile, test planning",naukri
Business Analyst,"relationship management, loans, pdfbusiness analyst, project managementbusiness rules, user acceptance testing, analytics",naukri
Business Analyst - 5+ yrs exp,"change management, gitsocial networking, software development life cycle, system design, cost estimation, gap analysis, project planning",naukri
Business Analyst- SNOW,"client development, web application development, business analystdevelopment testing, effort estimation, uatpresales, cost",naukri
Business Analyst - Fincity,"payroll, manual testing, business analyst, business analysis, project documentation, project management, misbusiness executive",naukri
Business Analyst - AI/ML Initiatives,"interpersonal skills, business analyst, senior analyst, agile, management, operations, testing, interpersonal skill",naukri
Business Analyst - CashOS,"training, analyst, business analyst, manager technology, research, technology, analysis, management",naukri
Business Analyst,onshorerequirementsanalyticalbusiness processdocumentssprint planningscrumagile,naukri
TM Business Analyst,"analytical skills, excel, business analyst, time management, analytical, microsoft applications, project management, ms office tools",naukri
Business Analyst,"compliance, safety training, clinical research, healthcare, hrpharmacovigilance, risk management, medical representative",naukri
Generative AI - Business Analyst,"business analyst, billing, agile, database, vendor, information technology, asaptechnology",naukri
Business Analyst,"business analyst, healthcare, user acceptance testing, usage, business analysis, user acceptance, gui testing, software testing",naukri
Business Analyst,"business analyst, business analysis, analysis",naukri
BUSINESS ANALYST,"training, business analyst, apparel merchandising, test planning, test cases, management, training management, software quality assurance",naukri
Business Analyst,"remediation, business analystqlik sense, project management, agile methodology, credit risk, risk management, business intelligence",naukri
Business Analyst,"client development, web application development, salesdevelopment testing, business analyst, effort estimation, uatpresales",naukri
Business Analysts,"health insurance, business analyst, compliance, pharma, business analytics, forensicinformatics, test cases",naukri
Business Analyst,"relationship management, online research, product quality, interpersonal skills, business analyst, project management, manager technology, software product development",naukri
Business Analyst - Apparel Domain,"business analyst, architecture, banking, agile, deployment, scrum, stakeholder management, asset finance",naukri
Business Analyst,"technical training, query resolution, business analyst, process improvement, risk assessment, subject matter expertise, monitoring",naukri
Business Analyst,"business system, business analyst, analytical, mentor, business process modeling, middleware, marbusiness analysis",naukri
Business Analyst,"business analyst, banking, agile, continuous improvement, business understandingbusiness analysisimprovement",naukri
Business Analyst,"business analyst, business analysis, it strategy, agile, software development life cycle, manager technology, value stream mapping, cost benefit analysis",naukri
Business Analyst,"business process, analyst, business analyst, field sales, project management, consulting, agile, scrum",naukri
Business Analyst,business analystcxobusiness analysis,naukri
Business Analyst,"manager quality assurance, business analyst, staffing, techno functional, agile, healthcare, jirabusiness analysis",naukri
Business Analyst,"process automation, it business analyst, project coordinator, bss, web services, architecture, umlbusiness analysis",naukri
Business Analyst,"process automation, it business analyst, bss, architecture, business analysis, umlagile, scrum",naukri
Business Analyst,"data domain, master data management, process improvementdevops, agiledata governance, manager technology, informatica",naukri
Business Analyst,"solution design, pdftest scripts, business analyst, design management, selenium, management, business analysis",naukri
Business Analyst,"product management, business analysis, project management, visiotools, workflow, healthcare, system design",naukri
Business Analyst,"business analyst, staffing, glossagile, business analysis",naukri
Enterprise Business Analyst,"payroll, english language, manual testing, business analyst, business analysis, project documentation, project management, soft skills",naukri
Business Analyst,"cbasic, interpersonal skills, business analyst, compliance, analytical, finance, operations",naukri
Informatica Business Analyst,"qaarchitect, business analyst, advocate, uattest cases, adobe, jira",naukri
Business Analyst - Netiapps,"product management, business process, root cause analysis, change management, system maintenance, business analyst, conflict resolution, service request management",naukri
Business Analyst,"business analyst, corporate, hardware, testingsoftware testingbusiness analysis",naukri
Business Analyst (Gloss),"product management, excel, business analyst, business analysis, time management, project management, market intelligence, agile",naukri
TM Business Analyst,"business process, business analyst, business analysis, event management, project management, pharma, analytical, healthcare",naukri
Business Analyst,"drillingctrm, publishing, business analyst, architecture, bfsi, analytical, ups",naukri
BUSINESS ANALYST,"data migration, business analyst, written communication, hr, campaigns, business analysis, recruitment, migration",naukri
Business Analyst,"analytical skills, manager quality assurance, business analyst, agile development, healthcare, budgeting, software solutions, testing",naukri
Business Analyst,"business analyst, financial analystprofessionalfinancefinancial analysisbusiness analysis",naukri
Business Analyst,"risk compliance, business analyst, investment bankingprofessionalbusiness analysiscomplianceinvestmentrisk",naukri
Business Analyst -CTRM,"business analyst, business analysis, insurance underwriting, claims processing, auditingprofessionalinsuranceclaims",naukri
Business Analyst,"sql queries, data validation, business analyst, programming, business intelligence, operationsalteryx, testing",naukri
Business Analyst,"erpitsmbusiness operations analyst, itilcrmbusiness operationsoperations",naukri
Business Analyst,"control and assurance methodologiesproject management, fp and afinancial planning and analysis, budget developmentproject planning, assurance, management",naukri
Business Analyst,"alteryxpower bi, mendix, qlik, sac, knimetableau, finance",naukri
Business Analyst,"linux, business analyst, xmlfunctional testing, agile, htmljiratesting",naukri
Business Analyst,"ms sqlproduct engineering, architecture, enterprise applications, engineering project management, agile, manager technology, application development",naukri
Business Analyst,"product management, business process, erpbusiness analysis, analytical, application development, operations, financial services",naukri
Business Operations Analyst,"customer management, pdfagile scrum, analytical, test scenarios, gap analysis, jpegms office",naukri
Business Analyst,"application support, production support, business analysis, agile, application development, scrum, us healthcare, information technology",naukri
Business Analyst(IT & Finance),"business system analyst, stakeholder engagement, erpchange management, business analysis, business analytics, analytical, project initiation",naukri
Business Analyst,"solution design, sappdfbusiness analyst, techno functional, technical design, analytical, debugging",naukri
Business Analyst,"process analysis, pdfbusiness analyst, business analysis, financial accounting, analytical, agile, system design",naukri
Business Analyst,"analytical skills, business analyst, ms visio, customer satisfaction, ms word, business process modeling, ms office, operations",naukri
Business Analyst,"business process, english, offshore, tracking, analytical, agile, scrum, msc",naukri
Claims Business Analyst (L3),"supply chain, training, usage, business analyst, functional testing, business process mapping, e-commerce, fmcg",naukri
Business Analyst,"excel, business analyst, project leadership, analytical, management, business solutions, monitoringproject",naukri
Business Analyst,"automation, manual testing, hrisbusiness analysis, project documentation, misproject management, hrd",naukri
Business Analyst FICO,"pdfbusiness analyst, manufacturing processbusiness analysismesmanufacturingprocess",naukri
Business Analyst,"business process, pdfbusiness analysis, project management, analytical, agile, htmlgap analysis",naukri
Business Analyst,"order management, bss, business analysis, configuration management, billing, system integration, presales, gap analysis",naukri
BUSINESS ANALYST,"computer science, business process, qainterpersonal skills, business analyst, agile scrum, agile, scrum",naukri
Business Analyst,"isoagile scrum, business analyst, architecture, bfsi, application developmentagiledevelopment",naukri
TM Business Analyst,"product management, excel, business analyst, business analysis, time management, project management, market intelligence, agile",naukri
MES Business Analyst,"basic, process documentation, translation, business analyst, analytical skills, relationship, management, technical writing",naukri
Business Analyst,"technical architect, economics, business analyst, umlfinancial analytics, banking, subject matter expert, vendor",naukri
Business Analyst,"training, investment analysis, business analyst, accounting, mutual funds, financial instruments, banking, equity",naukri
Business Analyst,"business analyst, wealth management, data modeling, informatica, investment banking, asset management, data warehousing, data extraction",naukri
Business Analyst,"system architecture, change management, team management, pdfbusiness analyst, business analysis, business process re-engineering, project delivery",naukri
Business Analyst,"computer science, popclient handling, business consulting, business analyst, networking, banking, testing",naukri
Business Analyst,"control and assurance methodologiesproject management, business analyst, financial forecasting, fpafp and acostingfinancial planning and analysis",naukri
Business Analyst,developmentmethodstechnical writcost benefit analysismonitormodeloperationalbusiness analysiscostbenefits,naukri
Business Analyst,"relationship management, corporate training, lead generation, erppayment collection, business analyst, software sales, application software",naukri
Business Analyst,"business analyst, architectsdesign, lead developersarchitecturebusiness analysisleadership developmentdevelopment",naukri
Business Analyst,"business analyst, bfsi, banking, cash management, management, risk management, financial servicescash",naukri
Business Analyst/Sr. Analyst,business analystbusiness analysis,naukri
Business Analyst : BA,"control and assurance methodologiesproject management, fp and afinancial planning and analysis, budget developmentproject planninganalysisproject",naukri
Business Analyst 1 2 Years Experience,"business analyst, renewable energy, social media, sezscrum, customer service, merchandising, jira",naukri
BUSINESS ANALYST,"business analyst, technical expert, web application, production, presales, technical staff, subject matter expert, risk analysis",naukri
Sr. Business Financial Analyst,"application support, business analyst, nbfcbusiness analysis, management systems, project management, workflow, financial services",naukri
Sales Business Analyst,"it services, proposal writing, lmsconsulting, htmloutsourcing, business intelligence, digital marketing",naukri
Sales Business Analyst,"project estimation, web technologies, business analyst, technical, hrsound, cost, who",naukri
Business Analyst,"nlpdata analysis, itbusiness analyst, business analysis, it business analysis, data, analysis",naukri
Business Analyst,"business process, data analysis, data modeling, business analysis, project management, machine learning, data structures, project planning",naukri
Business Analyst,"data analysis, data migration, waterfall, data interpretationdata lineage, agile, data governance, data",naukri
Hiring for Business Analyst profile,"brdrequirement gathering, data analysis, frdsolution design, quality assurance, data, assurance",naukri
Hiring For Big 4 - Business Analyst - Capital Market - Gurugram,"rcasemiconductor, manager quality assurance, aerospace, project management, process improvement, quality systems, iso 27001",naukri
IT Business Analyst,"business analytics, digital analytics, business analysis, analytics, digital, sr",naukri
Business Process Analyst,"solution design, business analyst, architecture, tpssystem support, customer support, customer service, process implementation",naukri
Sr. Business Analyst,"business analysis, share, point online, business analytics, power bi, adobe xdpower apps, ms project, it management",naukri
Business Process Analyst,"business analystincident management, stakeholders management, process management, business analysis, management, analysis, incident",naukri
Sr. Business Analyst,"teradataproblem - solvingteradata utilities, business analysis, utility, analysis, technical analysis, hiring",naukri
Senior Business Analyst,"user acceptance testing, business partnering, sapsap sdsap mmgui testing, saps, sd",naukri
Business Analyst | Leading IT Co. | Pune,"wireframing, brd, requirement gathering, frduser stories, sdlcbusiness analysis, requirements",naukri
Senior Business Analyst,"business process, mining, automation, french, business analyst, german, scrum, agile methodology",naukri
Treasury Business Analyst,"data cleansing, administration, data analysis, simulation, analytical, geneticsdata visualization, business intelligence",naukri
Business Analyst Operations/ US Night Shifts,"business process, training, sales, security managementcyber security, business analyst, agile, sales support",naukri
"Tech Mahindra is hiring For "" Business Analyst "" (Teradata)","payment processing, architecture, umlsoftware development life cycle, research, system analysis, technical support, financial services",naukri
SAP Business Analyst,"business system analyst, payment processing, architecture, umlsoftware development life cycle, system analyst, financial services, technical support",naukri
Sr. Business Analyst,"data management, business analyst, project management, analytical, managementinternational clients, salesforce, testing",naukri
Business Analyst - RPA,"supply chain, business process, sapbusiness analyst, data modeling, healthcare, data quality, customer service",naukri
Business Intelligence and Reporting Lead Analyst,"power bibusiness analyst, report serverdashboards, python, exceltechnical business analystmigration",naukri
