job_title,skills
Director of Finance,"['financial management', 'accounting', 'financial forecasting', 'budgeting', 'cost analysis', 'GAAP compliance', 'DCAA audits', 'financial reporting', 'financial analysis', 'internal controls', 'leadership', 'communication', 'strategic planning', 'team management', 'negotiation', 'problem solving', 'mentoring', 'analytical thinking', 'adaptability', 'collaboration', 'job costing', 'payroll management', 'Deltek systems administration', 'cash flow management', 'tax compliance', 'government contracting']"
Manager Supply Chain Finance Standardization,"['financial reporting', 'data visualization', 'project management', 'analytical tools', 'communication', 'collaboration', 'problem solving', 'interpersonal skills', 'leadership', 'time management', 'adaptability', 'continuous improvement', 'data analytics', 'PowerBI', 'Tableau', 'SAP', 'data aggregation', 'supply chain finance', 'intellectual curiosity', 'coaching']"
Director of Finance,"['Leadership', 'Communication', 'Mentorship', 'Relationship Building', 'Team Collaboration', 'Financial Operations', 'FP&A', 'Budgeting', 'Cash Flow Management', 'KPI Analysis', 'Accounting', 'Oracle NetSuite ERP', 'Financial Reporting', 'Cost Analysis', 'M&A Experience', 'Tax Compliance', 'Audit Coordination', 'Financial Modeling', 'Analytical Thinking', 'Detail-Oriented', 'Problem Solving', 'Adaptability', 'Entrepreneurial Mindset']"
"Manager, FP&A-Strategic Tech Finance","['financial analysis', 'budgeting', 'forecasting', 'P&L management', 'presentation development', 'project management', 'process improvement', 'communication', 'problem solving', 'collaboration', 'influencing', 'prioritization', 'delegation', 'analytical thinking', 'leadership', 'financial modeling', 'methodology development']"
Staff Data Engineer - People & Finance Tech (Remote),"['Leadership', 'Collaboration', 'Problem Solving', 'Communication', 'Continuous Improvement', 'ETL', 'ELT', 'SQL', 'NoSQL', 'Postgres', 'Spark', 'Scala', 'Java', 'Python', 'C#', 'Docker', 'Kubernetes', 'Azure', 'Powershell', 'Git', 'GraphDB', 'Big Data', 'Hive', 'Kafka', 'Gatling', 'Dynatrace', 'Grafana', 'Spring Boot', 'REST', 'GraphQL', 'CI/CD', 'PowerBI', 'Qlik', 'Microstrategy', 'Mentoring', 'Adaptability', 'Psychological Safety']"
Finance Manager,"['accounting', 'finance', 'Excel', 'PowerPoint', 'forecasting', 'financial reporting', 'budgeting', 'GAAP', 'data analysis', 'multi-tasking', 'communication', 'analytical thinking', 'presentation skills', 'organizational skills', 'flexibility', 'team collaboration', 'problem solving', 'time management', 'TM1', 'SAP', 'IFRS', 'royalty payments', 'headcount reporting']"
Volunteer: Opportunity Alert: Finance Coordinator needed for Cyber Defense & Intelligence Center,"['accounting', 'finance', 'financial software', 'financial reporting', 'financial analysis', 'organizational skills', 'time management', 'communication', 'interpersonal skills', 'attention to detail', 'problem solving', 'teamwork', 'GAAP', 'Excel', 'grant accounting']"
Finance Manager,"['budgeting', 'forecasting', 'financial analysis', 'financial reporting', 'ERP systems (Oracle, SAP)', 'advanced Excel', 'accounting principles', 'performance indicators', 'communication', 'presentation skills', 'leadership', 'collaboration', 'analytical thinking', 'strategic thinking', 'problem solving', 'financial planning']"
"Lead Relationship Manager, Project Finance - Power and Renewable Energy","['market analysis', 'marketing strategy', 'teamwork', 'communication', 'problem solving', 'leadership', 'strategic thinking', 'adaptability', 'project finance', 'negotiation', 'credit analysis', 'financial modeling', 'portfolio management', 'business origination', 'loan documentation', 'energy infrastructure', 'customer relationship management', 'financial services', 'regulatory compliance', 'mentoring', 'customer service']"
Director of Finance,"['financial reporting', 'accounting', 'data analysis', 'general ledger management', 'financial statements preparation', 'internal accounting control', 'balance sheet analysis', 'communication', 'analytical skills', 'team management', 'problem solving', 'Jenzabar', 'Cognos', 'audit coordination', 'banking relationships', 'presentation']"
Finance Leader - Corporate Development,"['financial analysis', 'financial oversight', 'project management', 'communication', 'teamwork', 'problem solving', 'independence', 'integrity', 'accountability', 'M&A valuation modeling', 'FP&A oversight', 'business intelligence applications', 'scenario analysis', 'valuation concepts and methods', 'market evaluation', 'collaboration', 'curiosity', 'adaptability', 'creativity']"
Director of Finance,"['ERP implementation', 'financial forecasting', 'accounting protocols', 'business process optimization', 'mergers and acquisitions integration', 'leadership', 'mentoring', 'cross-functional collaboration', 'communication', 'strategic thinking', 'problem solving', 'relationship management', 'ROI analysis', 'monthly pricing analysis', 'net working capital management', 'risk assessment']"
"Senior Finance Manager,  BTS Shared Services","['financial planning and analysis', 'budget management', 'data presentation', 'business metrics development', 'project management', 'supervisory experience', 'cost analysis', 'communication', 'collaboration', 'problem solving', 'independence', 'adaptability', 'leadership', 'results-driven', 'dealing with ambiguity', 'operating expense projections', 'financial advisory support', 'risk management']"
Sr. Director of Accounting and Finance,"['Accounting Principles', 'Financial Management', 'Accounting Software', 'Analytical Skills', 'Time Management', 'Data Presentation', 'Leadership', 'Project Management', 'Teamwork', 'Communication', 'Interpersonal Skills', 'Resourcefulness', 'Creativity', 'Motivation', 'Relationship Building', 'CPA Licensure', 'Grant Management', 'Diversity Awareness']"
Director of Finance,"['Accounting', 'Financial Analysis', 'Budget Preparation', 'Financial Reporting', 'Regulatory Compliance', 'Internal Controls', 'Management Control Systems', 'Cash Management', 'General Ledger Management', 'Payroll Management', 'Accounts Payable', 'Accounts Receivable', 'Training and Development', 'Leadership', 'Communication', 'Teamwork', 'Problem Solving', 'Analytical Thinking', 'Attention to Detail', 'Time Management', 'Interpersonal Skills', 'Decision Making', 'Adaptability', 'Conflict Resolution', 'Mentoring', 'CPA', 'Statistical Analysis', 'Cost Reimbursement Reporting', 'Financial Audits', 'Fixed Assets Management', 'Financial Policies']"
Syndicated & Leveraged Finance Analyst,"['financial analysis', 'Microsoft Excel', 'Microsoft PowerPoint', 'writing skills', 'presentation skills', 'attention to detail', 'critical thinking', 'communication', 'initiative', 'teamwork', 'time management', 'proactive', 'capital markets knowledge', 'Microsoft Word']"
Director of Finance-Kimpton Armory Hotel Bozeman,"['accounting', 'financial analysis', 'budgeting', 'cash flow management', 'Microsoft Office Suite', 'project management', 'data processing', 'communication', 'detail-oriented', 'organizational skills', 'critical thinking', 'leadership', 'adaptability', 'teamwork', 'problem solving', 'financial modeling', 'PeopleSoft', 'tax compliance', 'coaching']"
Finance Product Data Owner,"['data management', 'data analysis', 'data governance', 'financial products knowledge', 'excel', 'MS Office', 'data quality remediation', 'presentation skills', 'communication', 'problem solving', 'critical thinking', 'relationship management', 'self-motivation', 'team collaboration', 'project management', 'mentoring', 'adaptability', 'JIRA', 'process mapping', 'data lineage', 'data quality tools']"
Vice President Finance,"['accounting principles', 'communication', 'teamwork', 'financial management', 'liquidity management', 'asset/liability management (ALM)', 'profitability reporting', 'financial analysis', 'cost accounting', 'data analytics', 'CPA', 'CFA', 'financial forecasting', 'strategic planning', 'leadership', 'problem solving', 'advisory skills', 'engagement', 'ownership']"
Finance Accounting Consultant,"['Financial Reporting', 'Project Management', 'Cash Flow Management', 'Consolidated Financial Statements', 'Budgeting', 'Forecasting Tools', 'Financial Management', 'Communication', 'Organization', 'Teamwork', 'Problem Solving', 'Leadership', 'Analytical Thinking', 'CPA', 'MBA', 'US GAAP', 'IFRS', 'FP&A', 'Financial Systems Implementation', 'Financial Analysis', 'Cost Allocation', 'SEC Reporting', 'Internal Control Policy', 'Process Redesign', 'Software Requirements Definition', 'Customer Service', 'Adaptability', 'Attention to Detail', 'Collaboration']"
Finance Accounting Associate,"['advanced excel', 'cost accounting', 'managerial accounting', 'financial reporting', 'data analysis', 'invoice auditing', 'teamwork', 'communication', 'customer service', 'time management', 'organization', 'problem solving', 'self-motivation', 'adaptability', 'incentive program management', 'financial close process']"
Finance Sales Manager - Remote,"['financial training', 'finance', 'relationship management', 'verbal communication', 'written communication', 'travel management', 'teamwork', 'problem solving', 'adaptability', 'time management', 'presentation skills', 'strategic thinking', 'lease training', 'secured transactions', 'deal pricing', 'credit understanding', 'consultative selling', 'solution selling', 'equipment finance', 'negotiation', 'customer service']"
Operations Finance Analyst II,"['financial management', 'budget analysis', 'cost accounting', 'cash flow analysis', 'Microsoft Excel', 'accounting principles', 'professional accounting qualification (ACCA/CPA/CIMA)', 'communication', 'analytical skills', 'organizational skills', 'project administration', 'adaptability', 'problem solving', 'time management', 'teamwork', 'attention to detail', 'profitability analysis', 'Microsoft PowerPoint', 'SharePoint', 'VBA', 'SQL', 'Power BI', 'RPA']"
Finance Support Manager,"['finance', 'accounting', 'forecasting', 'budget management', 'financial operations', 'leadership development', 'FP&A', 'data analysis', 'communication', 'team collaboration', 'adaptability', 'problem solving', 'ambition', 'geographical mobility', 'workforce management']"
Accounting & Finance Recruiting Associate,"['accounting', 'finance', 'negotiation', 'customer service', 'data management', 'communication', 'interpersonal skills', 'motivation', 'detail-oriented', 'teamwork', 'recruitment', 'job sourcing', 'candidate screening', 'networking']"
Director of Finance,"['financial reporting', 'budgeting', 'accounting', 'internal controls', 'auditing', 'financial analysis', 'cost management', 'performance measurement', 'project evaluation', 'leadership', 'communication', 'team management', 'interpersonal skills', 'problem solving', 'strategic thinking', 'employee relations', 'training and development', 'adaptability', 'hospitality industry experience', 'contract negotiation', 'purchasing systems', 'capital budgeting', 'customer service']"
"VP, Technology Finance","['financial analysis', 'budgeting', 'strategic planning', 'financial regulations', 'accounting principles', 'risk assessment', 'data analysis', 'leadership', 'communication', 'collaboration', 'problem solving', 'interpersonal skills', 'strategic thinking', 'relationship building', 'teamwork', 'forecasting', 'financial reporting', 'return on investment analysis', 'CPA', 'MBA', 'mentoring', 'inspiration']"
Finance Manager,"['headcount forecasting', 'Oracle Hyperion Essbase', 'data management', 'quantitative analysis', 'forecasting', 'financial reporting', 'presentation skills', 'communication', 'collaboration', 'organizational skills', 'attention to detail', 'problem-solving', 'interpersonal skills', 'influencing others', 'proactive approach', 'big picture thinking', 'financial modeling', 'Workday', 'business case development']"
Finance & Accounting - Staff Accountant,"['Excel', 'organizational skills', 'attention to detail', 'adaptability', 'communication', 'GAAP', 'account reconciliations', 'financial statement audits', 'journal entries', 'financial schedules', 'balance sheet analysis']"
Director of Finance,"['finance', 'accounting', 'budget preparation', 'financial statements', 'Microsoft Office', 'accounting software', 'financial forecasting', 'data reconciliation', 'financial analysis', 'communication', 'interpersonal skills', 'leadership', 'teamwork', 'problem solving', 'statistical data compilation', 'ethical conduct', 'discretion']"
Senior Finance Manager,"['data analytics', 'team management', 'leadership', 'communication', 'problem solving', 'collaboration', 'strategic thinking', 'adaptability', 'financial strategy', 'budgeting', 'forecasting', 'financial analysis', 'capital expenditure planning', 'business intelligence tools', 'cost accounting standards (CAS)', 'enterprise resource planning (ERP)', 'financial metrics development', 'financial reporting', 'strategic planning', 'innovation', 'engagement']"
"VP, Deposit Finance - Expense & Productivity","['financial analysis', 'financial planning', 'data analysis', 'cost-benefit analysis', 'ROI calculations', 'financial modeling', 'customer experience optimization', 'leadership', 'communication', 'teamwork', 'organizational skills', 'problem solving', 'prioritization', 'relationship building', 'proactivity', 'detail-oriented', 'resourcefulness', 'Microsoft Excel', 'Hyperion Financial Systems', 'management financial dashboard']"
Project Finance Associate - 1890298,"['Due Diligence', 'Communication', 'Professionalism', 'Time Management', 'Organizational Skills', 'Attention to Detail', 'Collaboration', 'Project Finance', 'Renewable Energy Projects', 'Financing Documentation', 'Purchase Agreements', 'Partnership Agreements', 'Credit Agreements', 'Security Agreements', 'Pledge Agreements', 'Depositary Agreements', 'Development Agreements', 'PPAs', 'EPCs', 'Site Control Agreements', 'Interconnection Agreements', 'JD or LLM']"
Finance Accountant (Upstream oil and gas),"['accounting', 'financial reporting', 'financial statement preparation', 'journal entries', 'statutory reporting', 'communication', 'teamwork', 'planning', 'stakeholder engagement', 'presentation skills', 'problem solving', 'SAP', 'S4 HANA', 'oil and gas industry knowledge', 'Big 4 experience']"
IRNext Rotational Program - Finance,"['finance', 'communication', 'teamwork', 'leadership', 'problem solving', 'interpersonal skills', 'accounting', 'financial analysis', 'budgeting', 'cost accounting', 'inventory management', 'project management', 'internal controls', 'compliance', 'treasury', 'data analysis', 'adaptability', 'initiative', 'organization', 'self-starter', 'analytical thinking']"
Program Finance Intern,"['Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint', 'Database applications', 'Communication', 'Organizational skills', 'Teamwork', 'Professionalism', 'Adaptability']"
Treasury Manager - Finance,"['Treasury Operations', 'Global Bank Account Management', 'KYC', 'AML', 'FATCA', 'ION IBAM', 'Excel', 'Project Management', 'System Administration', 'Data Consistency', 'Analytical Skills', 'Attention to Detail', 'Communication Skills', 'Interpersonal Skills', 'Teamwork', 'Organizational Skills', 'Multitasking', 'Problem Solving', 'Training and Guidance']"
"Financial Analyst, Global Functions Finance","['financial planning and analysis (FP&A)', 'data analysis', 'reporting solutions', 'budgeting', 'forecasting', 'variance analytics', 'business modeling', 'data manipulation', 'automation', 'problem solving', 'communication', 'teamwork', 'strategic thinking', 'influencing', 'adaptability', 'analytical thinking', 'collaboration', 'SQL', 'data infrastructure', 'ownership']"
Finance Senior Director (Firm Client Service),"['financial management', 'budgeting', 'financial analysis', 'P&L management', 'reporting', 'data analysis', 'strategic planning', 'performance metrics', 'leadership', 'communication', 'collaboration', 'problem solving', 'adaptability', 'team development', 'influencing', 'forecasting', 'cost analysis', 'M&A activity', 'creativity', 'change management', 'storytelling']"
"Director of Finance and Data Analytics, Penn Signature Services","['financial analysis', 'budget management', 'financial reporting', 'Microsoft Excel', 'accounting principles', 'business planning', 'PowerPoint', 'relationship management', 'process optimization', 'leadership', 'communication', 'critical thinking', 'problem solving', 'organizational skills', 'team management', 'independence', 'collaboration', 'presentation skills', 'employee development', 'data analytics', 'revenue cycle management', 'SQL', 'statistical software (SPSS, SAS)', 'financial modeling', 'data mining', 'healthcare finance']"
Senior Finance Associate,"['accounting', 'finance', 'communication', 'teamwork', 'leadership', 'problem solving', 'attention to detail', 'time management', 'financial statements', 'tax returns', 'QuickBooks', 'portfolio monitoring', 'investor relations', 'compliance filings', 'credit analysis', 'fixed income', 'public accounting']"
Sr. SAP Finance Consultant/Architect,"['Training Development', 'Communication', 'Collaboration', 'Problem Solving', 'Leadership', 'Interpersonal Skills', 'Trust Building', 'Coaching', 'Stakeholder Management', 'Adaptability', 'SAP FICO', 'S/4 HANA', 'Financial Reporting', 'Process Automation', 'Agile Methodologies', 'Business Requirements Documents (BRDs)', 'Financial Analysis', 'Technical Solutions Design', 'Critical Analytics', 'Detail-Oriented']"
Strategic Finance Manager,"['financial analysis', 'budget management', 'financial forecasting', 'data analysis', 'financial software', 'GAAP', 'communication', 'analytical skills', 'interpersonal skills', 'collaboration', 'problem solving', 'innovation', 'financial planning', 'financial modeling', 'advanced Excel', 'eCommerce', 'marketplace experience']"
Equipment Finance Sales Coordinator Sr - HTF,"['transaction management', 'documentation review', 'data entry', 'financial analysis', 'MS Excel', 'sales support', 'process improvement', 'client service', 'communication', 'time management', 'organizational skills', 'multitasking', 'self-motivation', 'teamwork', 'mentoring']"
Director Business Finance,"['budgeting', 'strategic planning', 'leadership', 'training methodologies', 'communication', 'teamwork', 'problem solving', 'influencing', 'relationship building', 'collaboration', 'critical thinking', 'financial reporting', 'forecasting', 'financial analysis', 'cost control', 'Microsoft Office', 'pressure management', 'performance evaluation']"
Sr Analyst - Finance Technology,"['Data Analysis', 'Business Process Improvement', 'Data Accuracy', 'Communication', 'Interpersonal Skills', 'Organizational Skills', 'Problem Solving', 'Multi-tasking', 'Attention to Detail', 'Decision Making', 'Adaptability', 'Oracle Cloud ERP', 'Oracle Cloud EPM', 'Google Looker', 'Oracle Reporting Tools', 'BI Publisher', 'OTBI', 'Financial Reporting Studio (FRS)', 'Essbase', 'SmartView', 'Systems Testing', 'General Ledger', 'Meeting Facilitation']"
"Director, P&T Finance","['financial planning', 'financial analysis', 'P&L management', 'budget tracking', 'reporting', 'data analysis', 'strategic planning', 'team leadership', 'communication', 'collaboration', 'problem solving', 'adaptability', 'credibility', 'self-direction', 'project management', 'engagement', 'influence', 'business partnering', 'financial modeling', 'creativity']"
Finance Manager,"['financial analysis', 'budget management', 'financial reporting', 'accounting software', 'Microsoft Excel', 'cash flow management', 'accounts payable', 'analytical skills', 'communication skills', 'leadership', 'team management', 'attention to detail', 'problem solving', 'collaboration', 'risk management', 'CPA certification', 'payroll management']"
Finance Specialist - 1771249,"['financial reporting', 'data analysis', 'communication', 'organizational skills', 'time management', 'collaboration', 'problem solving', 'accounts receivable', 'billing', 'accounts payable', 'Microsoft Office', 'Excel', 'TABs3']"
IT Finance Operations Manager,"['financial analysis', 'budget management', 'data aggregation', 'financial forecasting', 'reporting', 'process improvement', 'communication', 'teamwork', 'interpersonal skills', 'problem solving', 'collaboration', 'leadership', 'adaptability', 'relationship building', 'organizational skills', 'verbal skills', 'HR administration', 'vendor negotiation', 'analytical modeling', 'IT policies and procedures']"
Senior Project Finance Attorney,"['negotiation', 'communication', 'problem solving', 'commercial awareness', 'teamwork', 'adaptability', 'project finance', 'corporate finance', 'syndicated credit facilities', 'non-recourse portfolio financing', 'mezzanine financing', 'restructurings', 'capital markets transactions', 'tax equity transactions', 'legal drafting', 'legal compliance', 'risk management', 'legal advice', 'time management']"
"Director, Commercial Finance","['financial leadership', 'sales planning', 'revenue growth management (RGM)', 'financial analysis', 'financial reporting', 'financial systems', 'analytical tools', 'compliance', 'business partnering', 'teamwork', 'communication', 'leadership', 'relationship building', 'problem solving', 'self-starter', 'coaching', 'adaptability', 'consensus building', 'pricing strategy']"
Finance Analyst,"['accounts receivable', 'financial reporting', 'cash management', 'data analysis', 'client service', 'adaptability', 'communication', 'teamwork', 'problem solving', 'attention to detail', 'time management', 'billing', 'Microsoft Office', 'practice management software']"
Director of Finance / Controller ,"['financial management', 'accounting principles (GAAP)', 'budgeting', 'financial analysis', 'financial management software', 'inventory management', 'tax preparation', 'auditing', 'financial reporting', 'cash flow management', 'change management', 'strategic planning', 'performance reporting', 'problem solving', 'leadership', 'communication', 'teamwork', 'attention to detail', 'judgment', 'flexibility', 'collaboration', 'self-reliance', 'results-oriented', 'conflict resolution', 'stakeholder engagement', 'cost accounting', 'negotiation', 'government contracts', 'mentoring', 'influence', 'creativity']"
Finance Manager,"['financial analysis', 'cash flow management', 'bank reconciliations', 'financial reporting', 'accounting', 'information systems', 'compliance', 'process improvement', 'sales reporting', 'communication', 'teamwork', 'problem solving', 'initiative', 'adaptability', 'manufacturing finance experience', 'CPA']"
Regional & Specialty Banking Finance Manager,"['financial planning', 'financial analysis', 'budgeting', 'forecasting', 'performance metrics', 'communication', 'leadership', 'team management', 'problem solving', 'time management', 'collaboration', 'analytical thinking', 'presentation skills', 'mentoring', 'self-starter', 'Excel', 'PowerPoint', 'data analysis', 'financial modeling', 'Essbase', 'regulatory reporting', 'variance analysis']"
Area Finance Manager,"['financial management', 'budgeting', 'data analysis', 'financial reporting', 'accounting', 'forecasting', 'project management', 'communication', 'problem solving', 'analytical skills', 'organizational skills', 'relationship building', 'teamwork', 'entrepreneurial spirit', 'compliance']"
Finance Manager,"['accounting', 'financial reporting', 'financial analysis', 'cash management', 'accounts receivable', 'accounts payable', 'tax management', 'risk management', 'financial compliance', 'investment analysis', 'GAAP', 'CPA', 'communication', 'leadership', 'analytical thinking', 'strategic thinking', 'collaboration', 'problem solving', 'team management', 'ethical standards', 'budgeting', 'financial planning', 'financial software', 'cost control', 'IFRS', 'ERP systems', 'Excel', 'financial modeling', 'CFA', 'CA', 'confidentiality']"
V.I.E. Sustainable Finance Analyst,"['MS Office', 'finance', 'communication', 'presentation', 'teamwork', 'autonomy', 'cooperation', 'sustainable finance', 'ESG advisory', 'sustainability']"
Assistant Finance Director,"['accounting', 'finance', 'budget preparation', 'financial reporting', 'supervisory skills', 'revenue collection', 'accounts payable', 'payroll functions', 'planning', 'organizing', 'management', 'communication', 'problem solving', 'teamwork', 'customer service', 'utility billing', 'fixed assets management', 'public administration', 'government financial officer certification']"
"Senior Analyst, Strategic Finance","['data analysis', 'operational planning', 'KPI evaluation', 'reporting', 'strategic finance', 'communication', 'teamwork', 'problem solving', 'attention to detail', 'adaptability', 'credibility', 'cross-functional collaboration', 'consensus building', 'financial modeling', 'economic frameworks', 'investment analysis', 'SaaS experience', 'consulting']"
Vice President Finance,"['broker-dealer operations', 'regulatory reporting', 'financial analysis', 'GAAP compliance', 'tax planning and compliance', 'accounting processes', 'financial reporting', 'data reconciliation', 'margin calculations', 'risk management', 'operations management', 'cash management', 'financial responsibility rules', 'bookkeeping', 'SIPC compliance', 'FINRA examination support', 'audit support', 'financial systems integration', 'B.S. in Accounting or Finance', 'analytical skills', 'interpersonal skills', 'communication skills', 'collaboration', 'discretion', 'strategic thinking', 'problem solving', 'leadership', 'reliability', 'adaptability', 'Series 27']"
Finance Manager (Top Secret Clearance Required),"['financial management', 'program management', 'financial reporting', 'financial tools and systems', 'communication', 'teamwork', 'problem solving', 'interpersonal skills', 'attention to detail', 'analytical thinking', 'adaptability', 'leadership', 'budgeting', 'contract administration', 'statistical analysis', 'earned value management system (EVMS)', 'government financial systems', 'military interdepartmental purchase requests (MIPRs)', 'financial forecasting', 'program and budget submissions', 'top secret clearance', 'PMP certification']"
Finance Manager,"['financial analysis', 'budgeting', 'reporting', 'Microsoft Excel', 'accounting software', 'data management systems', 'communication', 'interpersonal skills', 'teamwork', 'organizational skills', 'problem-solving', 'independence', 'adaptability', 'attention to detail', 'grant accounting', 'compliance', 'accounts payables oversight', 'financial modeling', 'GAAP', 'annual audit preparation', 'customer service', 'time management']"
D365 F&O Finance Consultant,"['Training', 'Accounting', 'Finance', 'Business Administration', 'Problem Solving', 'Attention to Detail', 'Critical Thinking', 'Client Relationship Management', 'Teamwork', 'Time Management', 'Communication', 'Adaptability', 'D365 Finance', 'ERP Systems', 'Business Requirements', 'System Design', 'Software Configuration', 'Testing', 'Deployment', 'Quality Assurance', 'ISV Solutions']"
VP/Director of Finance,"['budgeting', 'leadership', 'team management', 'communication', 'analytical thinking', 'planning', 'organizational skills', 'accountability', 'detail-oriented', 'execution', 'job costing', 'GAAP', 'MRP', 'Deltek Costpoint', 'cost accounting', 'MS Office', 'forecasting', 'financial reporting', 'IFRS', 'financial regulations', 'CPA', 'MBA', 'integrity', 'prioritization']"
"Senior Finance Manager, Reporting Innovation","['financial reporting', 'FP&A processes', 'MS Office', 'change management', 'leadership', 'analytical skills', 'communication', 'influence', 'problem solving', 'adaptability', 'collaboration', 'intellectual curiosity', 'data analytics', 'SAP', 'SOX compliance', 'RPA', 'NLG', 'AI', 'ML', 'multi-ERP systems', 'innovation']"
"Senior Manager, Digital & Events Finance - CNBC","['finance', 'accounting', 'advanced excel', 'financial analysis', 'budgeting', 'cost tracking', 'P&L management', 'operational forecasting', 'ad-hoc analysis', 'communication', 'analytical mindset', 'problem solving', 'collaboration', 'detail oriented', 'self-starter', 'judgment', 'investment modeling']"
"Director,  Finance","['financial analysis', 'accounting', 'financial reporting', 'budgeting', 'financial planning', 'compliance', 'information systems', 'management', 'communication', 'leadership', 'strategic thinking', 'problem solving', 'team management', 'adaptability', 'interpersonal skills', 'negotiation', 'health care finance', 'political awareness']"
Finance - FP&A Analyst,"['financial analysis', 'Microsoft Excel', 'Power BI', 'SQL', 'accounting principles', 'financial forecasting', 'data interpretation', 'financial reporting', 'financial systems transformation', 'collaboration', 'attention to detail', 'organizational skills', 'stakeholder engagement', 'project management', 'communication', 'SEC filings analysis']"
Finance Manager,"['financial strategies', 'data analysis', 'financial reporting', 'budget management', 'forecasting', 'cost control', 'business partnership', 'decision making', 'detail-oriented', 'analytical skills', 'actuarial services', 'Microsoft Office Suite', 'healthcare financial management']"
Regional Finance Process Manager,"['accounting', 'finance processes', 'data analysis', 'Excel', 'communication', 'teamwork', 'problem solving', 'change management', 'continuous improvement', 'service-oriented approach', 'SAP', 'Blackline', 'Cadency', 'process development', 'project management', 'O365', 'Power BI', 'KPI measurement', 'negotiation', 'facilitation', 'networking']"
"VP of Structured Finance, Asset Backed (ABS) Credit","['credit analysis', 'team collaboration', 'communication', 'analytical thinking', 'problem solving', 'ABS products knowledge', 'MBS knowledge', 'CRE knowledge', 'CMO knowledge', 'residential markets knowledge']"
Director of Finance - Managed Communities,"['financial accounting', 'GAAP compliance', 'financial reporting', 'budgeting', 'auditing', 'financial analysis', 'tax compliance', 'general ledger management', 'team mentorship', 'strategic finance', 'communication', 'organizational skills', 'teamwork', 'problem solving', 'leadership', 'adaptability', 'customer service', 'Microsoft Office', 'healthcare finance', 'confidentiality']"
Finance Supervisor/Manager - Healthcare,"['financial reporting', 'financial analysis', 'ERP systems', 'cash flow management', 'bank reconciliation', 'report preparation', 'leadership', 'communication', 'problem solving', 'attention to detail', 'analytical thinking', 'collaboration', 'SOP development', 'SQL', 'data mining', 'risk management', 'healthcare finance', 'contract interpretation', 'claims analysis', 'medical terminology', 'reimbursement methodologies', 'team management']"
Finance Manager,"['finance', 'accounting', 'financial analysis', 'risk management', 'internal controls', 'data analytics', 'performance management', 'operational excellence', 'business planning', 'forecasting', 'leadership', 'communication', 'teamwork', 'problem solving', 'strategic thinking', 'adaptability', 'collaboration', 'decision making']"
"Accounting and Finance Consulting Manager, Fund Services Plus, Location Flexible","['financial reporting', 'private equity', 'Microsoft Office Suite', 'analytical skills', 'graduate degree', 'compliance', 'communication', 'teamwork', 'problem solving', 'work ethic', 'organizational skills', 'influencing skills', 'adaptability', 'client service orientation', 'fund accounting', 'fund accounting software', 'Allvue', 'CPA', 'limited partnership agreements', 'cash management', 'quality control', 'audit coordination', 'carried interest calculations', 'onboarding processes', 'positive attitude']"
Intern - Finance and Accounting,"['accounting', 'finance', 'data analysis', 'ERP systems', 'SOX compliance', 'PC skills', 'communication', 'attention to detail', 'professionalism', 'teamwork', 'problem solving', 'ESG reporting']"
Data Solutions Analyst II (Managed Care - Finance Focus) - R7269,"['Communication', 'Collaboration', 'Problem Solving', 'Adaptability', 'SQL', 'Data Warehousing', 'ETL', 'Databricks', 'Power BI', 'Tableau', 'Azure', 'Python', 'Data Modeling', 'Data Analysis', 'Data Security', 'Microsoft 365 Suite', 'Attention to Detail']"
"VP / Client, Finance & Strategy Data Scientist Lead â JPM Private Client","['data integrity', 'communication', 'stakeholder engagement', 'strategic thinking', 'problem solving', 'project management', 'teamwork', 'business acumen', 'transparency', 'python', 'sql', 'data visualization', 'predictive modeling', 'time series analysis', 'machine learning', 'data mining', 'tableau', 'cloud platforms', 'big data', 'statistical software', 'causal-model approaches', 'data preparation', 'regressions', 'text mining', 'aws', 'hadoop', 'apache spark', 'hive', 'pig', 'storytelling', 'iterative development']"
Operations Finance Analyst I,"['financial management', 'budget analysis', 'cost accounting', 'cash flow analysis', 'Microsoft PowerPoint', 'accounting principles', 'financial reporting', 'audit testing', 'communication', 'analytical skills', 'organizational skills', 'problem solving', 'time management', 'team collaboration', 'attention to detail', 'profitability analysis', 'Microsoft Excel', 'SharePoint', 'VBA', 'SQL', 'Power BI', 'RPA', 'project administration', 'adaptability']"
Lufkin Finance Analyst,"['financial analysis', 'accounting', 'Microsoft Excel', 'data analysis', 'financial reporting', 'project management', 'account reconciliation', 'communication', 'organization', 'time management', 'flexibility', 'team collaboration', 'influencing', 'KPI tracking', 'cash flow management']"
Vice President Finance,"['financial analysis', 'asset valuation', 'financial reporting', 'variance reporting', 'leadership', 'collaboration', 'communication', 'strategic thinking', 'team management', 'problem solving', 'adaptability', 'analytical thinking', 'cash flow projections', 'portfolio management', 'investment sourcing', 'capital management', 'dashboard development', 'due diligence', 'real estate investment', 'construction project management']"
Auditor (Accounting/Finance) ,"['Accounting systems', 'Excel', 'Microsoft products', 'Communication', 'Organizational skills', 'Interpersonal skills', 'Analytical thinking', 'Time management', 'Problem solving', 'Attention to detail', 'Collaboration', 'GAAP compliance', 'External auditing', 'Budget analysis', 'Statistical analysis', 'Cost allocation methods', 'Grant accounting', 'OMB Circulars 2 CFR 200', 'Independence']"
